CODIGO_CLIENTE,IDADE,FAIXA_ETARIA,RENDA_TOTAL,CATEGORIA_RENDA,SCORE,QT_IMOVEIS,QT_CARROS,ULTIMO_SALARIO,TRABALHANDO_ATUALMENTE,capacidade_credito
5274,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5275,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5276,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5277,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5278,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5279,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5280,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5281,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5282,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5283,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5284,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5285,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5286,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5287,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5288,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5289,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5290,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5291,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5292,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5293,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5294,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5295,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5296,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5297,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5298,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5299,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5300,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5301,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5302,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5303,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5304,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5305,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5306,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5307,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5308,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5309,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5310,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5311,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5312,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5313,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5314,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5315,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5316,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5317,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5318,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5319,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5320,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5321,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5322,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5323,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5324,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5325,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5326,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5327,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5328,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5329,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5330,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5331,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5332,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5333,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5334,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5335,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5336,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5337,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5338,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5339,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5340,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5341,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5342,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5343,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5344,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5345,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5346,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5347,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5348,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5349,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5350,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5351,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5352,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5353,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5354,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5355,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5356,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5357,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5358,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5359,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5360,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5361,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5362,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5363,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5364,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5365,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5366,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5367,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5368,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5369,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5370,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5371,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5372,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5373,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5374,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5375,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5376,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5377,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5378,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5379,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5380,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5381,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5382,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5383,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5384,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5385,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5386,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5387,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5388,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5389,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5390,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5391,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5392,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5393,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5394,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5395,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5396,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5397,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5398,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5399,35,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5400,42,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5401,45,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5402,48,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5403,51,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5404,53,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5405,55,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5406,57,Maior que 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5407,62,Maior que 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5408,65,Maior que 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5409,19,Até 20,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5410,23,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5411,25,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5412,34,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5413,28,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5414,30,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5415,32,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5416,35,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5417,42,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5418,45,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5419,48,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5420,51,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5421,53,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5422,55,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5423,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5424,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5425,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5426,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5427,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5428,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5429,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5430,28,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5431,30,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5432,32,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5433,35,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5434,42,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5435,45,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5436,48,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5437,51,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5438,53,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5439,55,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5440,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5441,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5442,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5443,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5444,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5445,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5446,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5447,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5448,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5449,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5450,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5451,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5452,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5453,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5454,51,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5455,53,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5456,55,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5457,57,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5458,62,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5459,65,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5460,19,Até 20,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5461,23,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5462,25,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5463,27,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5464,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5465,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5466,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5467,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5468,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5469,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5470,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5471,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5472,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5473,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5474,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5475,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5476,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5477,19,Até 20,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5478,23,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5479,25,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5480,27,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5481,28,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5482,30,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5483,32,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5484,35,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5485,42,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5486,45,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5487,48,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5488,51,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5489,53,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5490,55,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5491,57,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5492,62,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5493,65,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5494,65,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5495,23,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5496,28,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5497,30,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5498,32,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5499,35,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5500,42,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5501,45,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5502,48,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5503,51,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5504,53,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5505,55,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5506,57,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5507,62,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5508,65,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5509,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5510,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5511,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5512,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5513,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5514,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5515,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5516,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5517,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5518,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5519,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5520,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5521,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5522,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5523,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5524,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5525,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5526,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5527,23,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5528,25,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5529,27,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5530,28,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5531,30,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5532,32,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5533,35,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5534,42,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5535,45,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5536,48,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5537,51,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5538,53,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5539,55,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5540,57,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5541,62,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5542,65,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5543,19,Até 20,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5544,23,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5545,25,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5546,27,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5547,28,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5548,30,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5549,32,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5550,35,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5551,42,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5552,45,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5553,48,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5554,51,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5555,53,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5556,55,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5557,57,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5558,62,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5559,65,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5560,19,Até 20,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5561,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5562,25,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5563,27,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5564,28,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5565,30,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5566,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5567,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5568,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5569,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5570,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5571,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5572,23,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5573,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5574,30,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5575,32,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5576,35,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5577,42,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5578,45,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5579,48,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5580,51,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5581,53,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5582,55,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5583,57,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5584,62,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5585,65,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5586,19,Até 20,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5587,23,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
5588,25,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
5589,27,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
5590,28,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5591,30,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
5592,32,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
5593,35,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
5594,42,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
5595,45,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
5596,48,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
5597,51,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
5598,53,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
5599,55,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
5600,57,Maior que 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
5601,62,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
5602,65,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
5603,19,Até 20,9000.0,Média,78,1,0,9000.0,0.0,3480.0
5604,23,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
5605,25,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
