CODIGO_CLIENTE,UF,IDADE,ESCOLARIDADE,ESTADO_CIVIL,QT_FILHOS,CASA_PROPRIA,QT_IMOVEIS,VL_IMOVEIS,OUTRA_RENDA,OUTRA_RENDA_VALOR,TEMPO_ULTIMO_EMPREGO_MESES,TRABALHANDO_ATUALMENTE,ULTIMO_SALARIO,QT_CARROS,VALOR_TABELA_CARROS,SCORE,DATA_UPLOAD,ARQUIVO_FONTE,RENDA_TOTAL,DATA_TRATAMENTO,FAIXA_ETARIA,TEM_FILHOS,CATEGORIA_RENDA
4718,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4719,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4720,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4721,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4722,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4723,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4724,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4725,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4726,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4727,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4728,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4729,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4730,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4731,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4732,SC,35,Superior Completo,Solteiro,1,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,31 a 45,1,Alta
4733,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,48,0.0,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4734,RJ,45,Superior Cursando,Casado,0,0.0,0,0.0,False,0.0,120,0.0,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média
4735,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4736,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4737,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4738,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4739,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4740,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4741,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4742,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4743,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4744,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4745,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4746,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4747,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4748,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4749,SC,35,Superior Completo,Solteiro,1,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,31 a 45,1,Alta
4750,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,48,0.0,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4751,RJ,45,Superior Cursando,Casado,0,0.0,0,0.0,False,0.0,120,0.0,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média
4752,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4753,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4754,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4755,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4756,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4757,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4758,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4759,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4760,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4761,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4762,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4763,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4764,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4765,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4766,SC,35,Superior Completo,Solteiro,1,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,31 a 45,1,Alta
4767,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,48,0.0,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4768,RJ,45,Superior Cursando,Casado,0,0.0,0,0.0,False,0.0,120,0.0,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média
4769,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4770,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4771,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4772,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4773,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4774,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4775,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4776,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4777,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4778,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4779,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4780,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4781,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4782,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4783,SC,35,Superior Completo,Solteiro,1,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,31 a 45,1,Alta
4784,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,48,0.0,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4785,RJ,45,Superior Cursando,Casado,0,0.0,0,0.0,False,0.0,120,0.0,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média
4786,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4787,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4788,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4789,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4790,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4791,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4792,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4793,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4794,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4795,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4796,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4797,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4798,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4799,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4800,SC,35,Superior Completo,Solteiro,1,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,31 a 45,1,Alta
4801,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,48,0.0,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4802,RJ,45,Superior Cursando,Casado,0,0.0,0,0.0,False,0.0,120,0.0,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média
4803,SP,48,Superior Completo,Divorciado,2,0.0,2,600000.0,False,0.0,15,0.0,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4804,MG,51,Segundo Grau Completo,Divorciado,1,0.0,0,0.0,False,0.0,80,0.0,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4805,SC,53,Superior Cursando,Casado,2,0.0,1,280000.0,False,0.0,12,0.0,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4806,PR,55,Superior Completo,Casado,2,0.0,3,700000.0,False,0.0,75,0.0,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4807,RJ,57,Segundo Grau Completo,Casado,3,0.0,1,340000.0,True,4000.0,90,0.0,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4808,SP,62,Superior Cursando,Casado,3,0.0,1,450000.0,True,3200.0,93,0.0,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média
4809,RJ,65,Superior Completo,Viuvo,1,0.0,3,900000.0,False,0.0,150,0.0,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205,Maior que 55,1,Média-Alta
4810,SP,19,Superior Cursando,Solteiro,0,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,Até 20,0,Baixa
4811,MG,23,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4812,SC,25,Segundo Grau Completo,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,21 a 30,0,Baixa
4813,PR,27,Superior Cursando,Casado,1,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Baixa
4814,RJ,28,Superior Completo,Divorciado,2,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,21 a 30,1,Média-Alta
4815,SP,30,Segundo Grau Completo,Divorciado,0,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,21 a 30,0,Média-Baixa
4816,MG,32,Superior Cursando,Solteiro,1,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,31 a 45,1,Média
4817,SC,35,Superior Completo,Solteiro,1,0.0,0,0.0,False,0.0,8,0.0,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205,31 a 45,1,Baixa
4818,PR,42,Segundo Grau Completo,Casado,0,0.0,0,0.0,False,0.0,9,0.0,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205,31 a 45,0,Média-Baixa
4819,RJ,45,Superior Cursando,Casado,0,0.0,1,220000.0,False,0.0,18,0.0,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205,31 a 45,0,Baixa
4820,SP,48,Superior Completo,Divorciado,2,0.0,0,0.0,False,0.0,22,0.0,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Baixa
4821,MG,51,Segundo Grau Completo,Divorciado,1,0.0,1,370000.0,False,0.0,30,0.0,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Alta
4822,SC,53,Superior Cursando,Casado,2,0.0,0,0.0,False,0.0,14,0.0,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205,46 a 55,1,Média-Baixa
4823,PR,55,Superior Completo,Casado,2,0.0,1,185000.0,True,3000.0,19,0.0,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205,46 a 55,1,Média
4824,RJ,57,Segundo Grau Completo,Casado,3,0.0,2,450000.0,True,2400.0,25,0.0,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205,Maior que 55,1,Alta
