CODIGO_CLIENTE,UF,IDADE,ESCOLARIDADE,ESTADO_CIVIL,QT_FILHOS,CASA_PROPRIA,QT_IMOVEIS,VL_IMOVEIS,OUTRA_RENDA,OUTRA_RENDA_VALOR,TEMPO_ULTIMO_EMPREGO_MESES,TRABALHANDO_ATUALMENTE,ULTIMO_SALARIO,QT_CARROS,VALOR_TABELA_CARROS,SCORE,DATA_UPLOAD,ARQUIVO_FONTE
3921,SC,28,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3922,PR,30,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3923,RJ,32,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3924,SP,35,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3925,MG,42,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3926,SC,45,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3927,PR,48,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3928,RJ,51,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3929,SP,53,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3930,MG,55,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3931,SC,57,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3932,PR,62,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3933,RJ,65,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3934,SP,19,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3935,RJ,23,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3936,SP,25,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3937,MG,27,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3938,SC,28,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3939,PR,30,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3940,RJ,32,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3941,SP,35,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3942,MG,42,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3943,SC,45,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3944,PR,48,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3945,RJ,51,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3946,SP,53,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3947,MG,55,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3948,SC,57,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3949,PR,62,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3950,RJ,65,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3951,SP,19,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3952,RJ,23,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3953,SP,25,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3954,MG,27,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3955,SC,28,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3956,PR,30,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3957,RJ,32,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3958,SP,35,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3959,MG,42,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3960,SC,45,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3961,PR,48,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3962,RJ,51,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3963,SP,53,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3964,MG,55,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3965,SC,57,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3966,PR,62,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3967,RJ,65,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3968,SP,19,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3969,RJ,23,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3970,SP,25,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3971,MG,27,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3972,SC,28,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3973,PR,30,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3974,RJ,32,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3975,SP,35,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3976,MG,42,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3977,SC,45,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3978,PR,48,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3979,RJ,51,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3980,SP,23,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3981,MG,28,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3982,SC,30,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3983,PR,32,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3984,RJ,35,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3985,SP,42,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3986,RJ,45,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3987,SP,48,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3988,MG,51,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3989,SC,53,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3990,PR,55,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3991,RJ,57,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3992,SP,62,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3993,MG,65,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3994,SC,19,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3995,PR,23,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3996,RJ,25,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3997,SP,27,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3998,MG,28,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
3999,SC,30,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4000,PR,32,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4001,RJ,35,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4002,SP,42,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4003,RJ,45,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4004,RJ,48,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4005,PR,51,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4006,RJ,53,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4007,SP,55,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4008,RJ,57,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4009,RJ,62,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4010,PR,65,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4011,RJ,19,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4012,SP,23,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4013,RJ,25,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4014,RJ,27,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4015,PR,28,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4016,RJ,30,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4017,SP,32,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4018,RJ,35,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4019,RJ,42,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4020,PR,45,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4021,RJ,48,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4022,SP,51,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4023,RJ,53,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4024,RJ,55,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4025,PR,57,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4026,RJ,62,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4027,SP,65,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4028,RJ,19,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4029,RJ,23,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4030,PR,25,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4031,RJ,27,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4032,SP,28,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4033,RJ,30,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4034,RJ,32,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4035,SP,35,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4036,RJ,42,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4037,RJ,45,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4038,PR,48,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4039,RJ,51,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4040,SP,53,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4041,RJ,55,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4042,RJ,57,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4043,PR,62,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4044,RJ,65,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4045,SP,19,Superior Completo,Viuvo,1,Não,3,900000.0,Não,0.0,150,Não,18300.0,1,80000.0,98.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4046,RJ,23,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4047,RJ,25,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4048,PR,27,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4049,SP,28,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4050,RJ,30,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4051,RJ,32,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4052,PR,35,Superior Cursando,Solteiro,0,Não,0,0.0,Não,0.0,8,Sim,1800.0,0,0.0,12.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4053,RJ,42,Superior Completo,Solteiro,1,Não,0,0.0,Não,0.0,9,Não,4800.0,1,50000.0,18.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4054,SP,45,Segundo Grau Completo,Casado,0,Sim,1,220000.0,Não,0.0,18,Sim,2200.0,2,30000.0,23.0,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4055,RJ,48,Superior Cursando,Casado,1,Sim,0,0.0,Não,0.0,22,Não,3900.0,0,0.0,28.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4056,RJ,51,Superior Completo,Divorciado,2,Não,1,370000.0,Não,0.0,30,Sim,11500.0,1,35000.0,34.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4057,PR,42,Segundo Grau Completo,Divorciado,0,Não,0,0.0,Não,0.0,14,Sim,3100.0,2,40000.0,39.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4058,RJ,45,Superior Cursando,Solteiro,1,Sim,1,185000.0,Sim,3000.0,19,Sim,6800.0,0,0.0,45.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4059,SP,48,Superior Completo,Solteiro,1,Sim,2,450000.0,Sim,2400.0,25,Sim,22000.0,1,150000.0,50.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4060,RJ,51,Segundo Grau Completo,Casado,0,Não,0,0.0,Não,0.0,48,Sim,4500.0,2,28000.0,56.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4061,RJ,48,Superior Cursando,Casado,0,Não,0,0.0,Não,0.0,120,Não,9800.0,0,0.0,61.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4062,PR,51,Superior Completo,Divorciado,2,Sim,2,600000.0,Não,0.0,15,Sim,15000.0,1,70000.0,67.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4063,SP,48,Segundo Grau Completo,Divorciado,1,Sim,0,0.0,Não,0.0,80,Não,6100.0,2,48000.0,72.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4064,RJ,51,Superior Cursando,Casado,2,Não,1,280000.0,Não,0.0,12,Sim,9000.0,0,0.0,78.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4065,RJ,48,Superior Completo,Casado,2,Não,3,700000.0,Não,0.0,75,Não,17500.0,1,50000.0,83.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4066,PR,51,Segundo Grau Completo,Casado,3,Sim,1,340000.0,Sim,4000.0,90,Sim,13000.0,2,180000.0,89.1666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
4067,SP,48,Superior Cursando,Casado,3,Sim,1,450000.0,Sim,3200.0,93,Não,5300.0,0,0.0,94.6666666666667,2025-11-10T23:26:17.452Z,dados_credito.xlsx
